Unnamed: 0,mood,arousal,valence,activity,screen,communication,office,social,travel,gsm,amusement,system
2014-04-24,7.2,1.0,1.0,0.10981776234215576,0.09647368056630652,0.02362834490740741,0.0,0.023203333333333343,0.0033476157407407413,0.1,0.044777326388888886,0.17502903935185182
2014-04-25,7.2,0.4,1.0,0.20366097979108125,0.046204490733367416,0.050537847222222224,0.004077743055555557,0.0038571296296296322,0.012911157407407406,0.5,0.017305231481481474,0.009884108796296295
2014-04-26,8.0,1.0,1.0,0.1868376213455872,0.02094335645713189,0.031129745370370363,0.0,0.0014423726851851852,0.0,0.1,0.0,0.008288032407407405
2014-04-27,7.2,1.0,1.0,0.10881482413902194,0.05775206018101285,0.03806611111111111,0.0,0.024780347222222214,0.00031615740740740736,0.2,0.01000048611111111,0.15762925925925925
2014-04-28,6.75,0.75,0.3333333333333333,0.09738745436440813,0.0604117823999237,0.026712916666666676,0.0029994444444444443,0.008910590277777778,0.009555347222222222,0.0,0.0155762037037037,0.003898738425925925
2014-04-29,7.0,0.8,1.0,0.11043061827109142,0.06249899303747549,0.024052210648148147,0.0,0.012301909722222223,0.019781180555555555,0.0,0.0186146875,0.005318958333333334
2014-04-30,7.0,1.0,1.0,0.12463316853668994,0.03801914351405922,0.038065439814814826,0.0,0.008785092592592596,0.004536388888888889,0.0,0.0012632986111111113,0.13334189814814815
2014-05-01,8.0,1.0,1.0,0.08234652506199254,0.07654026620090006,0.010657881944444444,0.0,0.000902997685185185,0.0,0.1,0.06223807870370372,0.003306377314814816
2014-05-02,7.0,1.0,1.0,0.2584648893316641,0.03295318288383658,0.013886863425925931,0.0,0.008272372685185188,0.01061695601851852,0.1,0.0,0.06831773148148143
2014-05-03,7.25,-1.0,1.0,0.3363385812828156,0.037102523148059834,0.012340613425925928,0.0,0.01693489583333334,0.12208467592592595,1.0,0.0018709606481481485,0.007435451388888891
